job_title,company,location,experience,posted_time,job_url,city,page_no
Associate Data Analyst,Dow Chemical International Private Limited,Mumbai,2-7 Yrs,2 weeks ago,https://www.naukri.com/job-listings-associate-data-analyst-dow-chemical-international-pvt-ltd-mumbai-2-to-7-years-160126502777,Mumbai,9
"Data Analyst,Daily Index Operations",Morningstar,Mumbai,4-9 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-daily-index-operations-morningstar-india-p-ltd-mumbai-4-to-9-years-271125501006,Mumbai,9
Port Analyst,Crisil,Mumbai,8-15 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-port-analyst-crisil-mumbai-8-to-15-years-220825500458,Mumbai,9
Data Analyst - Logistics Operations,Magenta Ev Solutions,Mumbai,8-10 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-logistics-operations-magenta-ev-mumbai-8-to-10-years-041125503331,Mumbai,9
Growth Analyst,Across Assist,"Mumbai, Gurugram, Bengaluru",1-3 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-growth-analyst-across-assist-private-limited-mumbai-gurugram-bengaluru-1-to-3-years-061124500733,Mumbai,9
Social Sector Analyst,Crisil,Mumbai,4-6 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-social-sector-analyst-crisil-mumbai-4-to-6-years-020525501778,Mumbai,9
Data Analyst -Credit Risk,Crisil,"Mumbai, Noida, Pune",5-9 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-credit-risk-crisil-noida-mumbai-pune-5-to-9-years-310525501250,Mumbai,9
Data Engineer,Accenture,Navi Mumbai,5-10 Yrs,1 day ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-navi-mumbai-5-to-10-years-020226929450,Mumbai,9
Campaign Analytics - Senior Consultant,Fractal Analytics,"Mumbai, Hyderabad, Pune, Chennai, Gurugram, Bengaluru",7-12 Yrs,1 day ago,https://www.naukri.com/job-listings-campaign-analytics-senior-consultant-fractal-analytics-ltd-mumbai-hyderabad-pune-chennai-gurugram-bengaluru-7-to-12-years-030226501071,Mumbai,9
Engineering Data Analyst Lead,Wartsila,Mumbai,8-13 Yrs,5 days ago,https://www.naukri.com/job-listings-engineering-data-analyst-lead-wartsila-india-ltd-mumbai-8-to-13-years-290126509104,Mumbai,9
Freshers_Hr Separation _Navi Mumbai_Analyst/Senior Analyst,eClerx,Navi Mumbai,0 Yrs,1 week ago,https://www.naukri.com/job-listings-freshers-hr-separation-navi-mumbai-analyst-senior-analyst-eclerx-navi-mumbai-0-to-0-years-210126022366,Mumbai,10
RSK-Global Middle Office,Nomura,Mumbai,0-2 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-rsk-global-middle-office-nomura-capital-india-private-limited-mumbai-0-to-2-years-260924501285,Mumbai,10
Analyst,Nomura,Mumbai,0-5 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-analyst-nomura-capital-india-private-limited-mumbai-0-to-5-years-060126500478,Mumbai,10
Research Analyst Quantitative and Derivatives,JPMorgan Chase Bank,Mumbai,0-3 Yrs,5 days ago,https://www.naukri.com/job-listings-research-analyst-quantitative-and-derivatives-jp-morgan-chase-mumbai-0-to-3-years-290126512602,Mumbai,10
Analyst | Apex | Oracle,Deloitte Consulting,Mumbai,0-6 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-analyst-apex-oracle-deloitte-mumbai-0-to-6-years-071125503262,Mumbai,10
MIS Executive,C S Creative Solutions,Mumbai,0-3 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-mis-executive-cs-creative-solutions-mumbai-0-to-3-years-171224500911,Mumbai,10
DataDesk Senior Associate,MSCI Services,Mumbai,0-4 Yrs,6 days ago,https://www.naukri.com/job-listings-datadesk-senior-associate-trove-research-mumbai-0-to-4-years-280126501488,Mumbai,10
Product Data Analyst,Yugabyte,"Mumbai, Kolkata, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4-12 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-product-data-analyst-yugabytedb-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-4-to-12-years-310525501025,Mumbai,10
Spend Analyst,Simfoni,"Mumbai, Kolkata, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-2 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-spend-analyst-simfoni-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-2-years-180725503849,Mumbai,10
RSK-Credit Risk Professional,Nomura,Mumbai,0-2 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-rsk-credit-risk-professional-nomura-capital-india-private-limited-mumbai-0-to-2-years-141025501790,Mumbai,10
Senior Business Analyst,Assurex India,"Mumbai, Kolkata, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-1 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-senior-business-analyst-assurex-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-1-years-070323501258,Mumbai,10
Data Engineer,Photon,"Mumbai, Kolkata, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-data-engineer-photon-infotech-p-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-5-years-101123500226,Mumbai,10
Big Data Analyst,Ceresight,"Mumbai, Kolkata, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-8 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-big-data-analyst-ceresight-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-8-years-270519502384,Mumbai,10
Power BI Developer | Data Analyst,Jero Technologies,"Mumbai, Bengaluru, Delhi / NCR",6-11 Yrs,3 weeks ago,https://www.naukri.com/job-listings-power-bi-developer-data-analyst-jero-technologies-mumbai-bengaluru-delhi-ncr-6-to-11-years-070126927474,Mumbai,10
Lead Data Operations Analyst,Xylem Water Solutions,"Mumbai, Noida, Chennai, Gurugram, Bengaluru, Vadodara",5-8 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-lead-data-operations-analyst-xylem-water-solutions-india-private-limited-noida-mumbai-chennai-gurugram-bengaluru-vadodara-5-to-8-years-210825502644,Mumbai,10
Engineering Data Analyst Lead,Wartsila,Mumbai,8-13 Yrs,2 weeks ago,https://www.naukri.com/job-listings-engineering-data-analyst-lead-wartsila-india-ltd-mumbai-8-to-13-years-200126502156,Mumbai,10
SPARK Data Onboarding Engineer,Photon,"Mumbai, Kolkata, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-10 Yrs,3+ weeks ago,https://www.naukri.com/job-listings-spark-data-onboarding-engineer-photon-infotech-p-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-10-years-130125505812,Mumbai,10
